Datum,Warengruppe,Umsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Name,Wochentag,Wochentag_Nummer,Monat,Quartal,Ist_Wochenende,Ist_Feiertag,Temperatur_Kategorie,Feiertagsnaehe,Umsatz_Trend_7_Tage
2013-11-21,4,58.3913411790683,0.0,2.0,3.275,8.0,10.0,0,Thursday,3,11,4,0,0,Kalt,0,74.19898731622824
2013-11-22,4,57.7729401837321,0.0,7.0,5.375,10.0,21.0,0,Friday,4,11,4,0,0,Kalt,0,75.09618104846173
2013-11-23,4,91.899653481564,0.0,3.0,4.9125,6.0,0.0,0,Saturday,5,11,4,1,0,Kalt,0,81.16436332815606
2013-11-24,4,175.128357778932,0.0,0.0,4.6,16.0,0.0,0,Sunday,6,11,4,1,0,Kalt,0,80.88447383927478
2013-11-25,4,92.5228806731995,0.0,0.0,3.7,10.0,0.0,0,Monday,0,11,4,0,0,Kalt,0,86.9751714781985
2013-11-26,4,57.5784741040714,0.0,2.0,2.3125,6.0,0.0,0,Tuesday,1,11,4,0,0,Kalt,0,87.34383531918128
2013-11-27,4,78.1936852275363,0.0,8.0,7.3125,12.0,61.0,0,Wednesday,2,11,4,0,0,Kalt,0,87.35533323258622
2013-11-28,4,101.637479250916,0.0,2.0,8.025,18.0,0.0,0,Thursday,3,11,4,0,0,Kalt,0,93.5333529571359
2013-11-29,4,83.7787352392597,0.0,8.0,5.9875,11.0,63.0,0,Friday,4,11,4,0,0,Kalt,0,97.24846653649698
2013-12-01,4,140.686615291205,0.0,5.0,8.6625,20.0,61.0,0,Sunday,6,12,4,1,0,Kalt,0,104.21803250930283
2013-12-02,4,73.3221953360975,0.0,0.0,3.0625,4.0,10.0,0,Monday,0,12,4,0,0,Kalt,0,89.67429501746935
2013-12-03,4,68.5617336096169,0.0,8.0,1.7125,6.0,28.0,0,Tuesday,1,12,4,0,0,Kalt,0,86.25127400838612
2013-12-04,4,63.7021074904902,0.0,7.0,5.85,11.0,63.0,0,Wednesday,2,12,4,0,0,Kalt,0,87.1260787778745
2013-12-05,4,66.2712031267702,0.0,7.0,4.4625,24.0,63.0,0,Thursday,3,12,4,0,0,Kalt,0,85.42286704919364
2013-12-06,4,81.3614647215711,0.0,6.0,1.7875,25.0,73.0,0,Friday,4,12,4,0,0,Kalt,0,82.52629354500152
2013-12-07,4,61.3937929370576,0.0,5.0,1.0,11.0,22.0,0,Saturday,5,12,4,1,0,Kalt,0,79.32844464468693
2013-12-08,4,101.998231468739,0.0,8.0,6.975,16.0,63.0,0,Sunday,6,12,4,1,0,Kalt,0,73.80153267004893
2013-12-09,4,66.1496191363994,0.0,7.0,9.2375,10.0,45.0,0,Monday,0,12,4,0,0,Kalt,0,72.7768789272349
2013-12-10,4,60.8077382038886,0.0,7.0,7.1875,8.0,61.0,0,Tuesday,1,12,4,0,0,Kalt,0,71.66916529784515
2013-12-11,4,49.7261823587047,0.0,7.0,5.025,9.0,10.0,0,Wednesday,2,12,4,0,0,Kalt,0,69.67260456473294
2013-12-12,4,62.7526558507983,0.0,8.0,2.525,8.0,28.0,0,Thursday,3,12,4,0,0,Kalt,0,69.16995495387981
2013-12-15,4,97.4825174374607,0.0,8.0,7.925,12.0,61.0,0,Sunday,6,12,4,1,0,Kalt,0,71.47296248472118
2013-12-16,4,37.1897783267561,0.0,8.0,8.775,12.0,0.0,0,Monday,0,12,4,0,0,Kalt,0,68.01524611182097
2013-12-17,4,69.9500582980743,0.0,8.0,4.95,8.0,61.0,0,Tuesday,1,12,4,0,0,Kalt,0,63.43693565886887
2013-12-18,4,81.0249143151096,0.0,7.0,6.85,8.0,10.0,0,Wednesday,2,12,4,0,0,Kalt,0,65.56197782725604
2013-12-19,4,79.0572340066618,0.0,7.0,7.4,10.0,63.0,0,Thursday,3,12,4,0,0,Kalt,0,68.16904865622364
2013-12-20,4,69.9295037876725,0.0,7.0,5.2875,10.0,61.0,0,Friday,4,12,4,0,0,Kalt,0,71.05523743179047
2013-12-21,4,63.5616525987563,0.0,8.0,6.5625,13.0,63.0,0,Saturday,5,12,4,1,0,Kalt,0,71.17080839578446
2013-12-22,4,138.655812124506,0.0,7.0,8.1375,12.0,61.0,0,Sunday,6,12,4,1,0,Kalt,0,77.05270763679094
2013-12-23,4,60.8076590130824,0.0,3.0,5.4875,10.0,0.0,0,Monday,0,12,4,0,0,Kalt,0,80.42669059198042
2013-12-29,4,175.489183127665,0.0,7.0,5.7125,9.0,63.0,0,Sunday,6,12,4,1,0,Kalt,0,95.50370842477909
2014-01-02,4,71.7295837755931,0.0,7.0,6.25,9.0,63.0,0,Thursday,3,1,1,0,0,Kalt,0,94.17580406199102
2014-01-03,4,111.358444084666,0.0,7.0,6.8375,10.0,63.0,0,Friday,4,1,1,0,0,Kalt,0,98.79026264456304
2014-01-04,4,104.673188597976,0.0,5.0,6.9375,11.0,0.0,0,Saturday,5,1,1,1,0,Kalt,0,103.75364618889212
2014-01-05,4,124.764364378822,0.0,7.0,6.1875,11.0,63.0,0,Sunday,6,1,1,1,0,Kalt,0,112.49689072890149
2014-01-06,4,104.294206603332,0.0,7.0,7.9125,11.0,65.0,0,Monday,0,1,1,0,0,Kalt,0,107.58808994016236
2014-01-07,4,79.4168862163993,0.0,7.0,10.4375,13.0,0.0,0,Tuesday,1,1,1,0,0,Mild,0,110.24655096920763
2014-01-08,4,82.3370153760945,0.0,7.0,8.6375,15.0,63.0,0,Wednesday,2,1,1,0,0,Kalt,0,96.93909843326898
2014-01-09,4,80.2711861838417,0.0,7.0,9.6125,16.0,61.0,0,Thursday,3,1,1,0,0,Kalt,0,98.15932734873307
2014-01-10,4,63.2504812118984,0.0,7.0,6.6375,17.0,61.0,0,Friday,4,1,1,0,0,Kalt,0,91.28676122405197
2014-01-11,4,57.1201137737824,0.0,7.0,5.5875,18.0,63.0,0,Saturday,5,1,1,1,0,Kalt,0,84.49346482059575
2014-01-12,4,187.466582265489,0.0,2.0,5.525,16.0,21.0,0,Sunday,6,1,1,1,0,Kalt,0,93.45092451869105
2014-01-13,4,49.8996215621949,0.0,8.0,3.1375,10.0,69.0,0,Monday,0,1,1,0,0,Kalt,0,85.68026951281432
2014-01-14,4,83.7591557253582,0.0,6.0,4.225,6.0,28.0,0,Tuesday,1,1,1,0,0,Kalt,0,86.30059372837988
2014-01-15,4,78.6490722353439,0.0,7.0,3.228571,7.0,28.0,0,Wednesday,2,1,1,0,0,Kalt,0,85.77374470827263
2014-01-16,4,57.5214212168637,0.0,8.0,2.7375,9.0,63.0,0,Thursday,3,1,1,0,0,Kalt,0,82.52377828441864
2014-01-17,4,61.4660377155236,0.0,7.0,6.7375,4.0,61.0,0,Friday,4,1,1,0,0,Kalt,0,82.26885778493651
2014-01-18,4,66.7096858590463,0.0,7.0,5.8875,8.0,61.0,0,Saturday,5,1,1,1,0,Kalt,0,83.63879665425995
2014-01-19,4,161.394205203827,0.0,7.0,2.8625,19.0,10.0,0,Sunday,6,1,1,1,0,Kalt,0,79.91417135973678
2014-01-20,4,66.1656875195136,0.0,8.0,0.3875,13.0,61.0,0,Monday,0,1,1,0,0,Kalt,0,82.23789506792518
2014-01-21,4,98.212098799943,0.0,7.0,-0.65,7.0,77.0,0,Tuesday,1,1,1,0,0,Kalt,0,84.30260122143729
2014-01-22,4,82.1429701099207,0.0,8.0,-3.1125,14.0,22.0,0,Wednesday,2,1,1,0,0,Kalt,0,84.80172948923398
2014-01-23,4,66.0486669031107,0.0,8.0,-3.1875,11.0,22.0,0,Thursday,3,1,1,0,0,Kalt,0,86.01990744441214
2014-01-24,4,72.3865767161981,0.0,2.0,-5.1625,13.0,10.0,0,Friday,4,1,1,0,0,Kalt,0,87.57998444450848
2014-01-25,4,84.5110962290284,0.0,5.0,-7.0375,8.0,0.0,0,Saturday,5,1,1,1,0,Kalt,0,90.12304306879163
2014-01-26,4,201.191517525166,0.0,1.0,-8.475,10.0,10.0,0,Sunday,6,1,1,1,0,Kalt,0,95.8083734004115
2014-01-27,4,66.2599633585981,0.0,5.0,0.7,9.0,69.0,0,Monday,0,1,1,0,0,Kalt,0,95.82184137742355
2014-01-28,4,74.0575405609287,0.0,7.0,-0.2625,10.0,10.0,0,Tuesday,1,1,1,0,0,Kalt,0,92.37119020042152
2014-01-29,4,76.2200829273755,0.0,7.0,-5.05,13.0,77.0,0,Wednesday,2,1,1,0,0,Kalt,0,91.52506346005792
2014-01-30,4,72.9890223085887,0.0,7.0,-4.4875,8.0,77.0,0,Thursday,3,1,1,0,0,Kalt,0,92.51654280369765
2014-01-31,4,64.6906831302521,0.0,8.0,-3.6875,7.0,10.0,0,Friday,4,1,1,0,0,Kalt,0,91.4171294342768
2014-02-01,4,105.676725668115,0.0,7.0,3.225,10.0,63.0,0,Saturday,5,2,1,1,0,Kalt,0,94.44079078271773
2014-02-02,4,237.893596916681,0.0,0.0,5.4875,8.0,0.0,0,Sunday,6,2,1,1,0,Kalt,0,99.68394498150558
2014-02-03,4,152.956273429037,0.0,1.0,3.475,8.0,10.0,0,Monday,0,2,1,0,0,Kalt,0,112.06913213442543
2014-02-04,4,112.894063883488,0.0,5.0,3.925,6.0,10.0,0,Tuesday,1,2,1,0,0,Kalt,0,117.61720689479104
2014-02-05,4,135.061148458054,0.0,4.0,3.675,8.0,10.0,0,Wednesday,2,2,1,0,0,Kalt,0,126.02307339917368
2014-02-06,4,140.050350415932,0.0,7.0,7.875,11.0,20.0,0,Thursday,3,2,1,0,0,Kalt,0,135.60326312879417
2014-02-07,4,118.729800726482,0.0,7.0,8.475,15.0,63.0,0,Friday,4,2,1,0,0,Kalt,0,143.3231370711127
2014-02-08,4,152.794657636639,0.0,7.0,6.2875,12.0,61.0,0,Saturday,5,2,1,1,0,Kalt,0,150.0542702094733
2014-02-09,4,365.729264338809,0.0,5.0,6.7125,15.0,63.0,0,Sunday,6,2,1,1,0,Kalt,0,168.31650841263442
2014-02-10,4,99.6175131980021,0.0,2.0,6.6375,9.0,0.0,0,Monday,0,2,1,0,0,Kalt,0,160.69668552248658
2014-02-11,4,152.370461421554,0.0,7.0,4.925,12.0,61.0,0,Tuesday,1,2,1,0,0,Kalt,0,166.33617088506745
2014-02-12,4,77.6867709724671,0.0,4.0,6.1,13.0,10.0,0,Wednesday,2,2,1,0,0,Kalt,0,158.13983124426932
2014-02-13,4,185.345507160016,0.0,5.0,7.45,13.0,0.0,0,Thursday,3,2,1,0,0,Kalt,0,164.61056792199562
2014-02-14,4,174.557054369197,0.0,5.0,5.2125,9.0,10.0,0,Friday,4,2,1,0,0,Kalt,0,172.58588987095487
2014-02-15,4,198.394939954409,0.0,5.0,11.5,15.0,0.0,0,Saturday,5,2,1,1,0,Mild,0,179.1002159163506
2014-02-16,4,286.001635626433,0.0,7.0,6.0625,17.0,63.0,0,Sunday,6,2,1,1,0,Kalt,0,167.71055467172548
2014-02-17,4,126.598201633374,0.0,0.0,6.6875,9.0,0.0,0,Monday,0,2,1,0,0,Kalt,0,171.56493873392145
2014-02-18,4,115.553470501728,0.0,7.0,7.8,8.0,10.0,0,Tuesday,1,2,1,0,0,Kalt,0,166.30536860251775
2014-02-19,4,85.6674251344062,0.0,7.0,6.325,8.0,61.0,0,Wednesday,2,2,1,0,0,Kalt,0,167.4454620542233
2014-02-20,4,135.821239683404,0.0,6.0,9.1,11.0,10.0,0,Thursday,3,2,1,0,0,Kalt,0,160.37056670042162
2014-02-21,4,128.229656396637,0.0,7.0,7.5125,11.0,61.0,0,Friday,4,2,1,0,0,Kalt,0,153.7523669900559
2014-02-22,4,135.439401637301,0.0,7.0,5.925,11.0,21.0,0,Saturday,5,2,1,1,0,Kalt,0,144.75871865904045
2014-02-23,4,430.500089196343,0.0,1.0,8.625,12.0,0.0,0,Sunday,6,2,1,1,0,Kalt,0,165.40135488331333
2014-02-24,4,57.8485386075181,0.0,1.0,9.4125,11.0,0.0,0,Monday,0,2,1,0,0,Kalt,0,155.5799744510482
2014-02-25,4,84.348923725007,0.0,1.0,10.475,7.0,0.0,0,Tuesday,1,2,1,0,0,Mild,0,151.12218205437375
2014-02-26,4,89.3583951531774,0.0,5.0,10.1875,8.0,0.0,0,Wednesday,2,2,1,0,0,Mild,0,151.64946348562677
2014-02-27,4,90.8121601379897,0.0,1.0,8.8875,7.0,10.0,0,Thursday,3,2,1,0,0,Kalt,0,145.21959497913903
2014-02-28,4,69.1088225459759,0.0,7.0,6.1875,6.0,61.0,0,Friday,4,2,1,0,0,Kalt,0,136.77376157190173
2014-03-01,4,109.019649999515,0.0,2.0,5.075,9.0,10.0,0,Saturday,5,3,1,1,0,Kalt,0,132.99951133793232
2014-03-02,4,107.77449609988,0.0,6.0,6.5625,9.0,10.0,0,Sunday,6,3,1,1,0,Kalt,0,86.89585518129472
2014-03-03,4,95.1732754360082,0.0,0.0,9.1875,10.0,5.0,0,Monday,0,3,1,0,0,Kalt,0,92.22796044250761
2014-03-04,4,66.7496305599525,0.0,7.0,6.6875,7.0,10.0,0,Tuesday,1,3,1,0,0,Kalt,0,89.71377570464267
2014-03-05,4,105.773446388565,0.0,7.0,4.6875,7.0,28.0,0,Wednesday,2,3,1,0,0,Kalt,0,92.05878302398375
2014-03-06,4,93.897140786047,0.0,3.0,8.925,9.0,10.0,0,Thursday,3,3,1,0,0,Kalt,0,92.49949454513481
2014-03-07,4,87.1135437231353,0.0,6.0,11.275,10.0,5.0,0,Friday,4,3,1,0,0,Mild,0,95.07159757044327
2014-03-08,4,123.725264018424,0.0,0.0,9.9375,6.0,0.0,0,Saturday,5,3,1,1,0,Kalt,0,97.17239957314457
2014-03-09,4,178.017374804103,0.0,0.0,16.4,9.0,0.0,0,Sunday,6,3,1,1,0,Mild,0,107.20709653089071
2014-03-10,4,77.0050691066935,0.0,0.0,15.8,9.0,0.0,0,Monday,0,3,1,0,0,Mild,0,104.61163848384574
2014-03-11,4,96.0114193579654,0.0,0.0,7.85,9.0,0.0,0,Tuesday,1,3,1,0,0,Kalt,0,108.79189402641903
2014-03-12,4,87.5819491860972,0.0,0.0,10.2125,8.0,0.0,0,Wednesday,2,3,1,0,0,Mild,0,106.19310871178077
2014-03-13,4,86.3042676126607,0.0,0.0,13.375,10.0,0.0,0,Thursday,3,3,1,0,0,Mild,0,105.10841254415415
2014-03-14,4,83.095661478459,0.0,1.0,9.6125,10.0,0.0,0,Friday,4,3,1,0,0,Kalt,0,104.53442936634326
2014-03-15,4,101.236649263482,0.0,4.0,9.0375,27.0,0.0,0,Saturday,5,3,1,1,0,Kalt,0,101.32177011563726
2014-03-16,4,135.208641454406,0.0,7.0,9.3375,24.0,61.0,0,Sunday,6,3,1,1,0,Kalt,0,95.20623677996626
2014-03-17,4,60.8538978246202,0.0,7.0,9.5875,18.0,61.0,0,Monday,0,3,1,0,0,Kalt,0,92.89892659681293
2014-03-18,4,74.6021348426954,0.0,7.0,9.6875,16.0,21.0,0,Tuesday,1,3,1,0,0,Kalt,0,89.8404573803458
2014-03-19,4,62.5925254079212,0.0,7.0,9.45,18.0,61.0,0,Wednesday,2,3,1,0,0,Kalt,0,86.27053969774921
2014-03-20,4,87.401519892581,0.0,0.0,16.2625,13.0,0.0,0,Thursday,3,3,1,0,0,Mild,0,86.42729002345212
2014-03-21,4,76.876909493407,0.0,7.0,6.8875,14.0,63.0,0,Friday,4,3,1,0,0,Kalt,0,85.53889688273041
2014-03-22,4,75.7095901700985,0.0,5.0,8.85,11.0,63.0,0,Saturday,5,3,1,1,0,Kalt,0,81.89217415510419
2014-03-23,4,122.218061087289,0.0,4.0,8.3625,10.0,0.0,0,Sunday,6,3,1,1,0,Kalt,0,80.03637695980176
2014-03-24,4,63.1258826839349,0.0,3.0,7.5625,7.0,0.0,0,Monday,0,3,1,0,0,Kalt,0,80.36094622541815
2014-03-25,4,61.7796782841541,0.0,2.0,7.725,10.0,21.0,0,Tuesday,1,3,1,0,0,Kalt,0,78.5291667170551
2014-03-26,4,85.5428445981278,0.0,5.0,7.85,11.0,21.0,0,Wednesday,2,3,1,0,0,Kalt,0,81.80778374422746
2014-03-27,4,86.7553324054727,0.0,6.0,5.1,12.0,0.0,0,Thursday,3,3,1,0,0,Kalt,0,81.71547124606914
2014-03-28,4,63.7182248755607,0.0,8.0,5.4,12.0,10.0,0,Friday,4,3,1,0,0,Kalt,0,79.83565915780538
2014-03-29,4,78.2472154179189,0.0,3.0,9.375,8.0,10.0,0,Saturday,5,3,1,1,0,Kalt,0,80.19817705035116
2014-03-30,4,114.215169292857,0.0,0.0,11.2625,8.0,28.0,0,Sunday,6,3,1,1,0,Mild,0,79.05490679400373
2014-03-31,4,79.3606414264492,0.0,7.0,7.4375,4.0,45.0,0,Monday,0,3,1,0,0,Kalt,0,81.37415804293434
2014-04-01,4,95.6643816088289,0.0,8.0,5.7625,13.0,10.0,0,Tuesday,1,4,2,0,0,Kalt,0,86.21482994645932
2014-04-02,4,61.0392736386212,0.0,2.0,12.45,8.0,10.0,0,Wednesday,2,4,2,0,0,Mild,0,82.71431980938694
2014-04-03,4,59.6091517158522,0.0,3.0,7.6125,15.0,10.0,0,Thursday,3,4,2,0,0,Kalt,0,78.83629399658402
2014-04-04,4,86.3516555627854,0.0,6.0,6.45,15.0,0.0,0,Friday,4,4,2,0,0,Kalt,0,82.06964123761611
2014-04-05,4,77.0706831333719,0.0,8.0,9.825,5.0,61.0,0,Saturday,5,4,2,1,0,Kalt,0,81.90156519696654
2014-04-06,4,145.543499552535,0.0,7.0,12.1875,8.0,63.0,0,Sunday,6,4,2,1,0,Mild,0,86.3770409483491
2014-04-07,4,67.168817927136,0.0,7.0,15.7875,10.0,63.0,0,Monday,0,4,2,0,0,Mild,0,84.63535187701866
2014-04-08,4,89.2544999884012,0.0,7.0,9.8125,19.0,61.0,0,Tuesday,1,4,2,0,0,Kalt,0,83.71965450267183
2014-04-09,4,96.4118611109018,0.0,7.0,10.1875,20.0,21.0,0,Wednesday,2,4,2,0,0,Mild,0,88.77288128442622
2014-04-10,4,72.2396331836692,0.0,7.0,9.75,4.0,0.0,0,Thursday,3,4,2,0,0,Kalt,0,90.57723577982865
2014-04-11,4,58.9219511045009,0.0,6.0,12.0625,10.0,0.0,0,Friday,4,4,2,0,0,Mild,0,86.6587065715023
2014-04-12,4,54.5280148344852,0.0,4.0,11.2,12.0,0.0,0,Saturday,5,4,2,1,0,Mild,0,83.43832538594704
2014-04-13,4,138.42569385051,0.0,6.0,11.0125,21.0,0.0,0,Sunday,6,4,2,1,0,Mild,0,82.42149599994346
2014-04-14,4,55.4508724176006,0.0,5.0,8.9,23.0,61.0,0,Monday,0,4,2,0,0,Kalt,0,80.74750378429555
2014-04-15,4,85.7052852416814,0.0,0.0,9.9125,15.0,0.0,0,Tuesday,1,4,2,0,0,Kalt,0,80.24047310619274
2014-04-16,4,80.9877329185756,0.0,0.0,11.3625,9.0,0.0,0,Wednesday,2,4,2,0,0,Mild,0,78.0370262215747
2014-04-17,4,81.8180814450846,0.0,5.0,14.4,14.0,0.0,0,Thursday,3,4,2,0,0,Mild,0,79.40537597320547
2014-04-20,4,189.548617602604,0.0,0.0,13.875,15.0,5.0,0,Sunday,6,4,2,1,0,Mild,0,98.06632833007734
2014-04-21,4,89.0074737430748,0.0,4.0,13.425,15.0,0.0,0,Monday,0,4,2,0,0,Mild,0,102.99196531701871
2014-04-23,4,67.1712850654668,0.0,8.0,9.825,11.0,21.0,0,Wednesday,2,4,2,0,0,Kalt,0,92.81276406201255
2014-04-24,4,61.1765774384312,0.0,8.0,9.175,11.0,0.0,0,Thursday,3,4,2,0,0,Kalt,0,93.6307219221312
2014-04-25,4,53.1570826268308,0.0,0.0,13.5625,12.0,0.0,0,Friday,4,4,2,0,0,Mild,0,88.98097869143827
2014-04-26,4,72.1185398547604,0.0,0.0,15.45,11.0,0.0,0,Saturday,5,4,2,1,0,Mild,0,87.71395111089323
2014-04-27,4,112.495745498543,0.0,0.0,16.225,16.0,0.0,0,Sunday,6,4,2,1,0,Mild,0,92.09647454710156
2014-04-28,4,77.3638484419459,0.0,0.0,15.8875,11.0,0.0,0,Monday,0,4,2,0,0,Mild,0,76.07007895272184
2014-04-29,4,65.3847746871142,0.0,0.0,18.0875,8.0,0.0,0,Tuesday,1,4,2,0,0,Mild,0,72.69540765901318
2014-04-30,4,51.0562893306812,0.0,3.0,18.0,8.0,0.0,0,Wednesday,2,4,2,0,0,Mild,0,70.39326541118668
2014-05-02,4,77.6145056918161,0.0,6.0,10.225,13.0,0.0,0,Friday,4,5,2,0,0,Mild,0,72.74154087595595
2014-05-05,4,293.109398326081,0.0,8.0,10.7125,6.0,21.0,0,Monday,0,5,2,0,0,Mild,0,107.02044311870597
2014-05-06,4,87.8622507140459,0.0,7.0,15.775,9.0,0.0,0,Tuesday,1,5,2,0,0,Mild,0,109.26954467003247
2014-05-07,4,92.4936971920041,0.0,4.0,14.2125,15.0,65.0,0,Wednesday,2,5,2,0,0,Mild,0,106.41210919766978
2014-05-08,4,82.1783266012903,0.0,7.0,12.45,10.0,63.0,0,Thursday,3,5,2,0,0,Mild,0,107.09989179186184
2014-05-09,4,66.0161743425402,0.0,6.0,12.3875,10.0,61.0,0,Friday,4,5,2,0,0,Mild,0,107.19009174263697
2014-05-10,4,104.094163257842,0.0,7.0,13.275,12.0,61.0,0,Saturday,5,5,2,1,0,Mild,0,114.76693087508852
2014-05-11,4,147.881905447336,0.0,7.0,11.5625,12.0,63.0,0,Sunday,6,5,2,1,0,Mild,0,124.80513084016278
2014-05-12,4,67.4955434507817,0.0,7.0,12.7,14.0,63.0,0,Monday,0,5,2,0,0,Mild,0,92.57458014369145
2014-05-13,4,101.214069608519,0.0,7.0,11.5625,15.0,21.0,0,Tuesday,1,5,2,0,0,Mild,0,94.48198284290189
2014-05-14,4,41.4123064196756,0.0,7.0,11.5625,16.0,0.0,0,Wednesday,2,5,2,0,0,Mild,0,87.18464130399782
2014-05-15,4,63.5101290538195,0.0,2.0,13.7875,8.0,0.0,0,Thursday,3,5,2,0,0,Mild,0,84.5177559400734
2014-05-16,4,85.4807679768228,0.0,5.0,13.8875,9.0,0.0,0,Friday,4,5,2,0,0,Mild,0,87.29841217354237
2014-05-17,4,50.3660101081308,0.0,0.0,16.625,8.0,0.0,0,Saturday,5,5,2,1,0,Mild,0,79.62296172358363
2014-05-18,4,149.244078377209,0.0,4.0,16.5125,13.0,0.0,0,Sunday,6,5,2,1,0,Mild,0,79.81755785642261
2014-05-19,4,83.9681823631343,0.0,6.0,13.7625,8.0,61.0,0,Monday,0,5,2,0,0,Mild,0,82.1707919867587
2014-05-20,4,94.5737640355796,0.0,0.0,20.725,12.0,0.0,0,Tuesday,1,5,2,0,0,Warm,0,81.22217690491023
2014-05-21,4,48.2108285393945,0.0,2.0,26.8625,8.0,0.0,0,Wednesday,2,5,2,0,0,Warm,0,82.19339435058434
2014-05-22,4,77.5543202377256,0.0,0.0,26.375,8.0,0.0,0,Thursday,3,5,2,0,0,Warm,0,84.19970737685665
2014-05-23,4,50.8008994806073,0.0,7.0,18.0125,12.0,65.0,0,Friday,4,5,2,0,0,Mild,0,79.24544044882587
2014-05-24,4,66.4306117273805,0.0,2.0,17.9625,8.0,0.0,0,Saturday,5,5,2,1,0,Mild,0,81.54038353729011
2014-05-25,4,114.943972960342,0.0,2.0,20.4625,11.0,0.0,0,Sunday,6,5,2,1,0,Warm,0,76.64036847773767
2014-05-26,4,91.0457110069583,0.0,0.0,19.9625,13.0,0.0,0,Monday,0,5,2,0,0,Mild,0,77.65144399828397
2014-05-27,4,84.6280561362088,0.0,7.0,12.8875,21.0,21.0,0,Tuesday,1,5,2,0,0,Mild,0,76.23062858408814
2014-05-29,4,152.709702945456,0.0,4.0,12.7,14.0,0.0,0,Thursday,3,5,2,0,0,Mild,0,91.15903921352549
2014-05-30,4,57.2454061447027,0.0,0.0,17.9625,13.0,0.0,0,Friday,4,5,2,0,0,Mild,0,88.25776577166506
2014-05-31,4,68.1643312002004,0.0,3.0,15.9125,15.0,0.0,0,Saturday,5,5,2,1,0,Mild,0,90.73825601732122
2014-06-01,4,129.4189036507,0.0,7.0,13.825,6.0,21.0,0,Sunday,6,6,2,1,0,Mild,0,99.73658343493831
2014-06-02,4,65.7363488821332,0.0,0.0,17.625,9.0,0.0,0,Monday,0,6,2,0,0,Mild,0,92.70692285233706
2014-06-03,4,62.3903661114696,0.0,1.0,20.0,9.0,0.0,0,Tuesday,1,6,2,0,0,Warm,0,88.61330215298153
2014-06-04,4,53.2308769671162,0.0,1.0,21.4875,14.0,0.0,0,Wednesday,2,6,2,0,0,Warm,0,84.12799084311114
2014-06-05,4,76.2135588168066,0.0,5.0,15.0375,18.0,65.0,0,Thursday,3,6,2,0,0,Mild,0,73.19997025330409
2014-06-07,4,79.7188444198125,0.0,0.0,17.9625,8.0,0.0,0,Saturday,5,6,2,1,0,Mild,0,76.41046143546262
2014-06-08,4,104.453562324412,0.0,6.0,22.1,12.0,21.0,0,Sunday,6,6,2,1,0,Warm,0,81.59463731035001
2014-06-09,4,143.977898792685,0.0,0.0,20.6625,10.0,0.0,0,Monday,0,6,2,0,0,Warm,0,83.674493759205
2014-06-10,4,70.2099274704429,0.0,1.0,25.7875,9.0,0.0,0,Tuesday,1,6,2,0,0,Warm,0,84.31357641467784
2014-06-11,4,83.6581389182717,0.0,7.0,20.5,8.0,61.0,0,Wednesday,2,6,2,0,0,Warm,0,87.3518296727924
2014-06-12,4,37.4555594997625,0.0,4.0,19.55,12.0,0.0,0,Thursday,3,6,2,0,0,Mild,0,85.09821289174188
2014-06-13,4,75.4496723357508,0.0,7.0,17.45,18.0,21.0,0,Friday,4,6,2,0,0,Mild,0,84.98908625159105
2014-06-14,4,63.8372762263068,0.0,1.0,18.9125,13.0,0.0,0,Saturday,5,6,2,1,0,Mild,0,82.72029079537596
2014-06-15,4,113.198169900375,0.0,0.0,19.275,8.0,0.0,0,Sunday,6,6,2,1,0,Mild,0,83.96952044908495
2014-06-16,4,81.5364761006443,0.0,6.0,18.3125,10.0,0.0,0,Monday,0,6,2,0,0,Mild,0,75.04931720736485
2014-06-17,4,57.1245129570396,0.0,1.0,20.375,7.0,0.0,0,Tuesday,1,6,2,0,0,Warm,0,73.17997227687866
2014-06-18,4,58.7589360079372,0.0,3.0,19.3,13.0,0.0,0,Wednesday,2,6,2,0,0,Mild,0,69.62294328968802
2014-06-19,4,88.1859744107587,0.0,7.0,15.2875,19.0,21.0,0,Thursday,3,6,2,0,0,Mild,0,76.87014541983034
2014-06-20,4,53.1800832506312,0.0,7.0,15.9875,16.0,0.0,0,Friday,4,6,2,0,0,Mild,0,73.68877555052754
2014-06-21,4,55.3784359085427,1.0,6.0,15.5125,18.0,61.0,0,Saturday,5,6,2,1,0,Mild,0,72.48036979084695
2014-06-22,4,112.87846427577,1.0,5.0,15.7,19.0,0.0,0,Sunday,6,6,2,1,0,Mild,0,72.43469755876052
2014-06-23,4,89.1125310007438,1.0,4.0,16.5,17.0,0.0,0,Monday,0,6,2,0,0,Mild,0,73.51699111591759
2014-06-24,4,80.6814437485115,1.0,7.0,14.3625,7.0,21.0,0,Tuesday,1,6,2,0,0,Mild,0,76.88226694327072
2014-06-25,4,74.4274080594379,1.0,0.0,18.4375,10.0,0.0,0,Wednesday,2,6,2,0,0,Mild,0,79.1206200934851
2014-06-26,4,84.8155438313241,1.0,6.0,17.575,8.0,63.0,0,Thursday,3,6,2,0,0,Mild,0,78.63913001070874
2014-06-27,4,65.0878866069292,1.0,4.0,20.1625,7.0,95.0,0,Friday,4,6,2,0,0,Warm,0,80.34024477589416
2014-06-28,4,105.33599228222,1.0,6.0,16.9625,6.0,95.0,0,Saturday,5,6,2,1,0,Mild,0,87.47703854356234
